category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Math,Junior (Grade 7-10),Find the common ratio of the geometric sequence if the 1st term is 1 and the 5th term is 81. Select the correct answer.,3,4,2,1,3,1,Difficult
Math,Junior (Grade 7-10),"Find the general rule for the sequence 2, 2/3, 2/9, 2/27, … Select the correct answer.",xn = 2(1/3)n-1,xn = 2(1/3)n-2,xn = 2(2/3)n-1,xn = 2/3(1)n-1,xn = 2(1/3)n-1,1,Difficult
Math,Junior (Grade 7-10),"Find the general rule for the sequence 3, -1, 1/3, -1/9, … Select the correct answer.",xn = 3(-1/3)n-2,xn = 3(1/3)n-1,xn = 3(-1/3)n-1,xn = 3(1/3)n,xn = 3(-1/3)n-1,1,Difficult
Math,Junior (Grade 7-10),Which set is neither a geometric nor an arithmetic sequence? Select the correct answer.,"{1,-1/2,1/4,-1/8,…}","{1,2,3,4,…}","{0.5,0.25,0.025,…}","{1,0,1,0,…}","{1,0,1,0,…}",1,Difficult
Math,Junior (Grade 7-10),Which is an infinite geometric sequence? Select the correct answer.,"{1 ,1/2, 1/3, 1/4,…}","{-1, 1, -1, 1,…}","{0.5, 0.25, 0.125,…}","{2, 4, 6, 3, 5, 7}","{0.5, 0.25, 0.125,…}",1,Difficult
Math,Junior (Grade 7-10),"What is the geometric mean of 5x, 12x, 79x, 273x, and 404x? Select the correct answer.",55.38x,55x,55.23x,55.42x,55.42x,1,Difficult
Math,Junior (Grade 7-10),Find the 5th term for the geometric sequence in which x2 = 1/5 and x4 = 4/5? Select the correct answer.,9/5,8/5,7/5,6/5,8/5,1,Difficult
Math,Junior (Grade 7-10),"Find the number of terms in the geometric sequence 6, 12, 24, … , 1536. Select the correct answer.",8,11,9,10,9,1,Difficult
Math,Junior (Grade 7-10),"Find the sum of the infinite series, summation of 1/2 to the n where n goes from 1 to infinity. Seelct the correct answer.",1,1/8,1/2,1/4,1,1,Difficult
Math,Junior (Grade 7-10),Find the sum of the finite geometric sequence. Summation of negative 1/2 to the n where n goes from 1 to 12. Select the correct answer.,0.5,0.25,0.33,0.66,0.33,1,Difficult
Math,Junior (Grade 7-10),The third term of a finite geometric sequence is 1 and the seventh term is 16. Find the sum of the sequence. Select the correct answer.,154,127,111,136,127,1,Difficult
Math,Junior (Grade 7-10),It is an ordered list in which elements may appear several times.,Sequence,Set,Series,Group,Sequence,1,Difficult
Math,Junior (Grade 7-10),"Identify the type of sequence. 1/2, 1/5, 1/8, 1/11, 1/14, 1/17, …",Fibonacci,Geometric,Harmonic,Arithmetic,Harmonic,1,Difficult
Math,Junior (Grade 7-10),"Identify the type of sequence. 125, 216, 343, 512, 729, …",Square Number,Remainder Theorem,Triangular Number,Cube Number,Cube Number,1,Difficult
Math,Junior (Grade 7-10),"Identify the type of sequence. 144, 233, 377, 610, 987, 1597, 2584, 4181, 6765, …",Fibonacci,Triangular Number,Harmonic,Arithmetic,Fibonacci,1,Difficult
Math,Junior (Grade 7-10),"Identify the type of sequence. 1, 3, 6, 10, 15, 21, 28, 36, 45, …",Arithmetic,Fibonacci,Harmonic,Triangular Number,Triangular Number,1,Difficult
Math,Junior (Grade 7-10),"An auditorium has 20 seats on the first row, 24 seats on the second row, 28 seats on the third row, and so on. It has 30 rows of seats. How many seats are in the auditorium? Select the correct answer.",2340,2450,2584,2612,2340,1,Difficult
Math,Junior (Grade 7-10),"Suppose you go to work for a company that pays 50 centavo on the first day, PHP 1.00 on the second day, PHP 2.00 in the third day, and so on. If the daily wage keeps doubling, what will be your total income for working 31 days? Select the correct answer.",1073741824,1115653458,1233489202,1005423858,1073741824,1,Difficult
Math,Junior (Grade 7-10),"In a sequence of integers A, B, C, D, E, . . ., the value of each integer, except the first, is equal to two more than the product of the previous integer and 2. If E equals 20, what is the value of B? Select the correct answer.",3/4,2/3,7/2,1/2,3/4,1,Difficult
Math,Junior (Grade 7-10),Mark borrowed PHP 3700.00 from his parents. He will pay them back at the rate of PHP 600.00 per month. How long will it take for him to completely pay back his parents? Select the correct answer.,5 months,8 months,6 months,7 months,6 months,1,Difficult
Math,Junior (Grade 7-10),"A ball is dropped from a height of 8 feet. With each bounce, it bounces back to 80% of its previous height. How high (to the nearest tenth of a foot) is the ball's fifth bounce? Select the correct answer.",4.3 ft,3.2 ft,2.6 ft,5.7 ft,2.6 ft,1,Difficult
Math,Junior (Grade 7-10),Find the quotient using Long Division: (x^5 + 2x^3 + x) ÷ (x^2 + 1),x + 1,x^3 + 1,x^2 + x,x^3 + x,x^3 + x,1,Difficult
Math,Junior (Grade 7-10),Find the quotient using Long Division: (x^3 + x^2 - 2x - 8) ÷ (x - 2),x^2 + 3x + 2,x^2 + 3x + 4,x^2 - 3x - 4,x^2 - 3x - 2,x^2 + 3x + 4,1,Difficult
Math,Junior (Grade 7-10),Find the quotient using Long Division: (x^3 - 1) ÷ (x -1),x^2 - x + 1,2x^2 + 1,x^2 + x + 1,x^2 + 1,x^2 + x + 1,1,Difficult
Math,Junior (Grade 7-10),Find the quotient using Long Division: (4x^3 - 15x^2 + 17x - 6) ÷ (x - 2),x^2 + 8x + 2,4x^2 - 7x + 3,4x^2 - 11x + 6,x^2 - 3x + 2,4x^2 - 7x + 3,1,Difficult
Math,Junior (Grade 7-10),Find the quotient using Long Division: (x^3 - 3x^2 + 4) ÷ (x^2 + x + 1),x + 2 + (3x) / (x^2+x+1),x - 4 + (3x+8) / (x^2+x+1),x + 6 + (3x) / (x^2+x+1),x + 3 + (3x+8) / (x^2+x+1),x - 4 + (3x+8) / (x^2+x+1),1,Difficult
Math,Junior (Grade 7-10),Find the quotient using Synthetic Division: (5x^3 + 7x^2 - 16x + 24) ÷ (x + 3),5x^2 - 8x - 8,5x^3 + 8x^2 - 8,5x^2 - 8x + 8,5x^2 - 8x + 8,5x^2 - 8x + 8,1,Difficult
Math,Junior (Grade 7-10),Find the quotient using Synthetic Division: (7x^3 + 10x^2 - 13x - 15) ÷ (x + 1) ,7x^2 + 3x - 1 + (16 / (x+1)),7x^2 + 3x - 16 + (1 / (x+1)),7x^2 + 3x - (1 / (x+1)),7x^2 + 3x - (16 / (x+1)),7x^2 + 3x - 16 + (1 / (x+1)),1,Difficult
Math,Junior (Grade 7-10),Find the quotient using Synthetic Division: (x^4 - 16) ÷ (x + 2),x^3 - 4x^2 + 4x - 8,x^3 - 2x^2 + 4x - 8,x^2 + 4x - 8,x^3 + 4x - 8,x^3 - 2x^2 + 4x - 8,1,Difficult
Math,Junior (Grade 7-10),Find the quotient using Synthetic Division: (x^3 - 32x - 105) ÷ (x - 7),x^2 - 7x - 17 + (14 / (x-7)),x^2 + 7x + 17 + (14 / (x-7)),x^2 - 7x + 17 - (14 / (x-7)),x^2 - 7x - 17 - (14 / (x-7)),x^2 + 7x + 17 + (14 / (x-7)),1,Difficult
Math,Junior (Grade 7-10),Find the quotient using Synthetic Division: (x^4 + x^2 -1) ÷ (x - 1),x^3 + x^2 + (1 / (x-1)),x^3 + x^2 + 2x + (1 / (x-1)),x^3 + 2x + (x / (x-1)),x^3 + x^2 + 2x + (x / (x-1)),x^3 + x^2 + 2x + (x / (x-1)),1,Difficult
Math,Junior (Grade 7-10),"If x - c is a factor of the polynomial f(x), then f(c) = 0. Identify the theorem being described by the statement. Select the correct answer.",Remainder Theorem,Square Number,Triangular Number,Factor Theorem,Factor Theorem,1,Difficult
Math,Junior (Grade 7-10),Dividing a polynomial f(x) by x - c produces a remainder r of f(c).  Identify the theorem being described by the statement. Select the correct answer.,Factor Theorem,Remainder Theorem,Triangular Number,Right Triangle Theorem,Remainder Theorem,1,Difficult
Math,Junior (Grade 7-10),Find f(2) in 4x^2 + 8x - 6. Select the correct answer.,38,26,64,74,26,1,Difficult
Math,Junior (Grade 7-10),Which value of c will make the remainder of x^2 - 4x + 3 equal to 0?,3,2,4,-3,3,1,Difficult
Math,Junior (Grade 7-10),Factor the polynomial 5x^3 + 3x^2 - 8x.,x(5x - 4)(x + 2),x(5x - 8)(x + 1),x(5x + 8)(x - 1),x(5x + 4)(x - 2),x(5x + 8)(x - 1),1,Difficult
Math,Junior (Grade 7-10),Factor the polynomial x^9 - y^9.,(x - y)(x + y)(x^6 + x^3y^3 + y^6),(x - y)(x + y)(x^6 - x^3y^3 + y^6),(x - y)(x^2 - xy + y^2)(x^6 - x^3y^3 + y^6),(x - y)(x^2 + xy + y^2)(x^6 + x^3y^3 + y^6),(x - y)(x^2 + xy + y^2)(x^6 + x^3y^3 + y^6),1,Difficult
Math,Junior (Grade 7-10),Factor the polynomial 64t^2 - 16t + 1.,(8t - 1)(8t + 1),(8t -1)^2,(64t - 1)(t + 1),(64t + 1)(t - 1),(8t -1)^2,1,Difficult
Math,Junior (Grade 7-10),Factor the polynomial y^2 - 26y + 168.,(y - 14)(y - 12),(y + 14)(y + 12),(y + 8)(y + 21),(y - 8)(y - 21),(y - 14)(y - 12),1,Difficult
Math,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. c^6 + 16 is equal to (c^2 + 4 ) (c^4 - 4c^2 + 16).",TRUE,c^3 + 16,c^6 + 64,c^9 + 64,c^9 + 64,1,Difficult
Math,Junior (Grade 7-10),"An equation can be written in the form ax^n + bx^n-1 + . . .  + rx + s = 0. What do we call a, b, r, and s? Select the correct answer.",Constants,variables,Coefficients,Exponents,Constants,1,Difficult
Math,Junior (Grade 7-10),Which of these is a polynomial equation? Select the correct answer.,x^3 + 2x^2 + 1,2x + 5 + x^2 = 0,x^-2,34,2x + 5 + x^2 = 0,1,Difficult
Math,Junior (Grade 7-10),Which of these is a polynomial equation? Select the correct answer.,1 = 2x,x^4 + x^3 + x^2 + 3x - 4,x^3,x - 5,1 = 2x,1,Difficult
Math,Junior (Grade 7-10),What is the degree of the given polynomial equation? x^4 - x^2 + 4x^3 - x^7 = 5,4,16,7,3,7,1,Difficult
Math,Junior (Grade 7-10),What is the degree of the given polynomial equation?  x^4 - x^2 + 4x^3 + 7 = 5,3,4,7,2,4,1,Difficult
Math,Junior (Grade 7-10),"In Rational Root Theorem, what is considered the rational root?", -p/q, -q/p,±p/q,p/q,±p/q,1,Difficult
Math,Junior (Grade 7-10),"In Rational Root Theorem, what kind of integers are p and q? Select the correct answer.",Positive Prime,Negative Prime,Negative and Positive Prime,Odd Prime,Positive Prime,1,Difficult
Math,Junior (Grade 7-10),One of the goals to prove the Rational Root Theorem is p should divide ________. Select the correct answer.,a2,a1,an,a0,a0,1,Difficult
Math,Junior (Grade 7-10),Another goal to prove the Rational Root Theorem is q should divide ________. Select the correct answer.,a0,a2,an,a1,an,1,Difficult
Math,Junior (Grade 7-10),"The statement of Rational Root Theorem is given by this polynomial function, f(x) = anx^n + an-1x^n-1 + … + a2x^2 + a1x + a0 with integer coefficient. What is the condition for an? Select the correct answer.",an = 0,an ≥ 0,an ≠ 0,an > 0,an = 0,1,Difficult
Math,Junior (Grade 7-10),Find the possible rational roots of the following polynomial equation: 4x^3 + 9x^2 - 6x + 1 = 0,"±1,±1/2,±2,±1/4,±4","1,1/2,1/4","±1,±1/2,±1/4","±1,±2,±4","±1,±1/2,±1/4",1,Difficult
Math,Junior (Grade 7-10),Find the possible rational roots of the following polynomial equation: 2x^4 - 9x^2 + 7 = 0,"±1,±2,±7","±1,±1/2,±7,±7/2","±1,±7","1,1/2,1/7","±1,±1/2,±7,±7/2",1,Difficult
Math,Junior (Grade 7-10),Find all the roots of the following polynomial equation: 3x^3 + 9x^2 + 4x + 12 = 0,"1,1,1/4","1,3,4","1,2,3","1,1/2,-3","1,1,1/4",1,Difficult
Math,Junior (Grade 7-10),Find the possible rational roots of the following polynomial equation: 2x^3 - 23x^2 + 26x + 8 = 0,"1,2,4,8,1/2,1/4","±1,±2,±4,±1/2,±1/4","±1,±2,±4,±8","±1,±2,±4,±8,±1/2,±1/4","±1,±2,±4,±8,±1/2,±1/4",1,Difficult
Math,Junior (Grade 7-10),Find all the roots of the following polynomial equation: 4x^3 - 23x^2 + 26x + 8 = 0,"1,2,4"," -1/4,2,4"," -1/2,2,4","1/4,2,4"," -1/4,2,4",1,Difficult
Math,Junior (Grade 7-10),"Among  the following items, which are polynomial equations? I. 3x^3 + (√3x)^2 + 2x + 16,  II. (√4x)^2 - x + 16 = 8, III. 2x + 16 = 3x + √2",Neither I and III,Either I or II,Both II and III,None of the choices.,Both II and III,1,Difficult
Math,Junior (Grade 7-10),"Given this polynomial equation, determine its unique solution. 2x - 1 = x + 18",1,"19, -1","0, 19",19,19,1,Difficult
Math,Junior (Grade 7-10),One number is the square of another. Their sum is 132. Find the possible pair of numbers.,"12 and 144, 12 and 66",66 and 66," -12 and 144, 11 and 121",-66 and 66," -12 and 144, 11 and 121",1,Difficult
Math,Junior (Grade 7-10),Consider triangle ABC. AB exceeds the other leg by four centimeters. The longest leg is AC which is 20 centimeters. Find the length of the shorter leg of the right triangle. Select the correct answer.,14,10,12,4,12,1,Difficult
Math,Junior (Grade 7-10),The degree of the polynomial should be ________. Select the correct answer.,Non-zero,Real number,Non-negative integer,Prime number,Non-negative integer,1,Difficult
Math,Junior (Grade 7-10),The coefficient of each term in the polynomial function should be ________. Select the correct answer.,Rational Number,Non-zero,Non-negative integer,Real number,Real number,1,Difficult
Math,Junior (Grade 7-10),The leading coefficient of the polynomial function should be ________.,Real number,Rational Number,Non-negative integer,Non-zero,Non-zero,1,Difficult
Math,Junior (Grade 7-10),Which of the these is a polynomial function?,g(x) = 0x^2 + 4x + 1,f(x) = x^3 - 9x^2 + 2x - 6,h(x) = x^3 - 8x^2 + 5x,h(x) = x^3 - 5x^2 + 8x,h(x) = x^3 - 8x^2 + 5x,1,Difficult
Math,Junior (Grade 7-10),What are the roots of this polynomial function? x^3 - 16x,"0,2,4"," -4,-2,4"," -4,0,4","4,1,-4"," -4,0,4",1,Difficult
Math,Junior (Grade 7-10),What is the graph prediction for this polynomial function? -4x^2 - 5x +1,the graph rises to the right and to the left,the graph rises to the left and to the right,the graph falls to the left and rises to the right,the graph falls to the left and to the right,the graph falls to the left and to the right,1,Difficult
Math,Junior (Grade 7-10),"Given f(x) = 100x + 99, find f(-1). Select the correct answer.",199,-1,1,-199,-1,1,Difficult
Math,Junior (Grade 7-10),"A boutique has been selling skirts for 5 months. Its monthly sales of skirts is mapped by the function S = -t^4 + 11t^3 - 30t^2 +22t +  944, where S is the amount of skirt sold and t is the number of months. How much is the skirt sales on the last month? ","PHP 2,054","PHP 3,804","PHP 1,054","PHP 2,304","PHP 1,054",1,Difficult
Math,Junior (Grade 7-10),The number of kilometers M that a car travel on one liter of gasoline at a speed of v km/hr is given by - 1/30v^2 + 7/2v for 0 < v > 50. How far can it travel at 25 km/hr? Select the correct answer.,66.67 km,108.33 km,25 km,33.33 km,66.67 km,1,Difficult
Math,Junior (Grade 7-10),A projectile is fired upward from a height of 600 feet above the ground. Its height h(t) above the ground after t seconds is given by -16t^2 + 80t + 600. Determine its height (in feet) after 1.5 second. Select the correct answer.,516 ft,756 ft,648 ft,684 ft,684 ft,1,Difficult
Math,Junior (Grade 7-10),"Given g(t) = t3 + 2t + 3, which of the following is true? Select the correct answer.",none,g(0) = 0,g(1) = 0,g(-1) = 0,g(-1) = 0,1,Difficult
Math,Junior (Grade 7-10),"Determine under which relation does the following statement holds. If the chord is a diameter, it divides the circle into two equal parts which is called the semicircle. Select the correct answer.",Relationship between arcs and chords,Relationship between arcs and angles,Relationship between arcs and inscribed angles,Relationship between arcs and central angles,Relationship between arcs and chords,1,Difficult
Math,Junior (Grade 7-10),Determine under which relation does the following statement holds. The degree measure of the intercepted arc is the same as the degree measure of the central angle. Select the correct answer.,Relationship between arcs and central angles,Relationship between arcs and chords,Relationship between arcs and inscribed angles,Relationship between arcs and angles,Relationship between arcs and central angles,1,Difficult
Math,Junior (Grade 7-10),Determine under which relation does the following statement holds. A chord of a circle produces two arcs of the circle - the minor arc and the major arc. Select the correct answer.,Relationship between arcs and angles,Relationship between arcs and central angles,Relationship between arcs and inscribed angles,Relationship between arcs and chords,Relationship between arcs and chords,1,Difficult
Math,Junior (Grade 7-10),Determine under which relation does the following statement holds. The measure of the inscribed angle is one-half the measure of the intercepted arc. Select the correct answer.,Relationship between arcs and chords,Relationship between arcs and angles,Relationship between arcs and inscribed angles,Relationship between arcs and central angles,Relationship between arcs and inscribed angles,1,Difficult
Math,Junior (Grade 7-10),Determine under which relation does the following statement holds. A central angle produces two arcs of the circle - the minor arc and the major arc. Select the correct answer.,Relationship between arcs and central angles,Relationship between arcs and chords,Relationship between arcs and inscribed angles,Relationship between arcs and angles,Relationship between arcs and central angles,1,Difficult
Math,Junior (Grade 7-10),Match the statements with the correct reason.,"A → ∆AOB is an isosceles triangle which means the base angles are congruent, B → Definition of degree measure of an arc, C → Radii of the same circle are congruent, D → Given","A → Radii of the same circle are congruent, B → Definition of degree measure of an arc, C → Given, D → ∆AOB is an isosceles triangle which means the base angles are congruent","A → Given, B → Radii of the same circle are congruent, C → Definition of degree measure of an arc, D → ∆AOB is an isosceles triangle which means the base angles are congruent","A → Given, B → Definition of degree measure of an arc, C → Radii of the same circle are congruent, D → ∆AOB is an isosceles triangle which means the base angles are congruent","A → Given, B → Definition of degree measure of an arc, C → Radii of the same circle are congruent, D → ∆AOB is an isosceles triangle which means the base angles are congruent",1,Difficult
