category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Science,Senior (Grade 11-12),A large shift in the line spectra of a host star indicates ________.,an exoplanet is near its host star,an exoplanet is rotating around its host star in a very fast phase,two exoplanets with equal mass are rotating around their host star,another stellar object is causing it,another stellar object is causing it,1,Average
Science,Senior (Grade 11-12),The year Pluto was discovered.,1930,1940,1920,1950,1930,1,Average
Science,Senior (Grade 11-12),One odd thing about Pluto is its orbit. Pluto's orbit is inclined by approximately ________ compared to the other planet's orbits.,18 degrees,19 degrees,15 degrees,17 degrees,17 degrees,1,Average
Science,Senior (Grade 11-12),The year pluto was re-classified into a dwarf planet.,1992,2005,2006,2003,2006,1,Average
Science,Senior (Grade 11-12),Which of the following is not located at the Kuiper belt?,Ceres,Makemake,Pluto,Eris,Ceres,1,Average
Science,Senior (Grade 11-12),Which of the following is/are NOT a definition of a dwarf planet?,It has cleared its neighborhood around its orbit.,It is in orbit around the sun.,It is round or nearly spherical in shape.,It is not a satellite.,It has cleared its neighborhood around its orbit.,1,Average
Science,Senior (Grade 11-12),Which of the following makes Pluto not a planet?,It is a satellite of Neptune.,It has an unusual orbit.,It is not spherical in shape.,Its orbit lies in the Kuiper belt.,Its orbit lies in the Kuiper belt.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are FALSE?,"If a planet that has cleared it neighborhood around its orbit, it means that it is the dominant object moving on its orbit.","Due to its unusual orbit, there are instances when Pluto is closer to the Sun than Neptune.","For 76 years, Pluto was considered to be the smallest planet in our solar system.",The Kuiper belt is located beyond the orbit of Pluto.,The Kuiper belt is located beyond the orbit of Pluto.,1,Average
Science,Senior (Grade 11-12),Which of the following definition of a planet was not met by Pluto?,Both B and C,Pluto has cleared its neighborhood around its orbit.,Pluto is round or nearly spherical in shape.,Pluto is in orbit around the Sun.,Pluto has cleared its neighborhood around its orbit.,1,Average
Science,Senior (Grade 11-12),"A ________ is just like a planet, but it has not cleared its neighborhood around its orbit.",exoplanet,dwarf planet,None of the choices.,satellite,dwarf planet,1,Average
Science,Senior (Grade 11-12),Which of the following was not a complication why Pluto was not considered a planet?,Other objects were discovered near Pluto's orbit.,Its orbit is inclined by approximately 17 degrees compared to other planet's orbits.,Pluto's orbit intersects with Neptune.,It is not round or nearly spherical in shape.,It is not round or nearly spherical in shape.,1,Average
Science,Beginner (Grade 1-3),Which is NOT done when observing?,tasting,feeling,looking,imagining,imagining,1,Easy
Science,Beginner (Grade 1-3),Matter is anything that occupies ________ and has ________.,"space, mass","volume, weight","space, weight","volume, mass","space, mass",1,Easy
Science,Beginner (Grade 1-3),What property of matter do you observe when you see that a ball is round?,volume,ease of flow,mass,shape,shape,1,Easy
Science,Beginner (Grade 1-3),What property of matter do you observe when you see that ketchup can easily come out of its container when squeezed?,shape,ease of flow,volume,mass,ease of flow,1,Easy
Science,Beginner (Grade 1-3),What property of matter do you observe when you see that a kilo of rice is heavier than a cup of oat meal?,mass,ease of flow,shape,volume,mass,1,Easy
Science,Beginner (Grade 1-3),What property of matter is represented by the amount of space the air occupies inside a balloon?,volume,ease of flow,mass,shape,volume,1,Easy
Science,Beginner (Grade 1-3),"Monalyn has been noticing a cup of strawberry yogurt inside the refrigerator for a few days now. This morning, she decides to eat the yogurt. What does she need to do before doing this? Select the correct answer based from the given situation.",Both statements A and B are correct.,Share the yoghurt with Mother.,Check the expiration date.,Taste the yogurt.,Check the expiration date.,1,Easy
Science,Beginner (Grade 1-3),Melissa saw that the vegetable oil spilled on the flooe while mother was cooking. Mother did not notice this. What should Melissa do? Select the correct answer based from the given situation.,Melissa should help mother cook.,Melissa should wait for Mother to notice it.,Melissa should put the oil inside the cupboard.,Melissa should immediately wipe the oil.,Melissa should immediately wipe the oil.,1,Easy
Science,Beginner (Grade 1-3),"Daddy Lito likes watching television. He watches television daily. One weekend, he went out of town for a business trip. If Daddy Lito knows how to properly use the television, what do you think did he do before he left? Select the correct answer based fr",Daddy Lito turned off the television.,Daddy Lito hid the television inside the cabinet.,Daddy Lito sold the television to his neighbor.,Daddy Lito turned off the television and pulled its plug.,Daddy Lito turned off the television and pulled its plug.,1,Easy
Science,Beginner (Grade 1-3),"You are about to cross the street with your father when you see a car producing thick, dark smoke. What should you do? Select the correct answer based from the given situation.",Breathe freely and naturally.,Spray some perfume.,Signal the car to stop.,Cover your mouth.,Cover your mouth.,1,Easy
Science,Beginner (Grade 1-3),You see your little brother playing with a hammer. What should you do? Select the correct answer based from the given situation.,Get the hammer and put it on the sink.,Get the hammer and put it inside the toolbox.,Get the hammer and put it on the television.,Get the hammer and put on the sofa.,Get the hammer and put it inside the toolbox.,1,Easy
